lineage,n_species,pfam_id,frequency
Bacillariophyta,84,PF00003,0.976744186046512
Bacillariophyta,86,PF00004,1
Bacillariophyta,86,PF00005,1
Bacillariophyta,86,PF00006,1
Bacillariophyta,86,PF00009,1
Bacillariophyta,86,PF00012,1
Bacillariophyta,84,PF00013,0.976744186046512
Bacillariophyta,86,PF00022,1
Bacillariophyta,85,PF00023,0.988372093023256
Bacillariophyta,86,PF00025,1
Bacillariophyta,86,PF00026,1
Bacillariophyta,86,PF00027,1
Bacillariophyta,85,PF00034,0.988372093023256
Bacillariophyta,86,PF00036,1
Bacillariophyta,84,PF00043,0.976744186046512
Bacillariophyta,85,PF00063,0.988372093023256
Bacillariophyta,86,PF00067,1
Bacillariophyta,86,PF00069,1
Bacillariophyta,86,PF00071,1
Bacillariophyta,85,PF00072,0.988372093023256
Bacillariophyta,86,PF00076,1
Bacillariophyta,85,PF00082,0.988372093023256
Bacillariophyta,85,PF00083,0.988372093023256
Bacillariophyta,86,PF00085,1
Bacillariophyta,86,PF00089,1
Bacillariophyta,86,PF00091,1
Bacillariophyta,84,PF00097,0.976744186046512
Bacillariophyta,86,PF00098,1
Bacillariophyta,86,PF00106,1
Bacillariophyta,86,PF00107,1
Bacillariophyta,85,PF00108,0.988372093023256
Bacillariophyta,83,PF00109,0.965116279069767
Bacillariophyta,86,PF00111,1
Bacillariophyta,86,PF00112,1
Bacillariophyta,86,PF00113,1
Bacillariophyta,86,PF00117,1
Bacillariophyta,86,PF00118,1
Bacillariophyta,83,PF00120,0.965116279069767
Bacillariophyta,86,PF00121,1
Bacillariophyta,86,PF00122,1
Bacillariophyta,86,PF00125,1
Bacillariophyta,84,PF00133,0.976744186046512
Bacillariophyta,86,PF00134,1
Bacillariophyta,84,PF00136,0.976744186046512
Bacillariophyta,86,PF00137,1
Bacillariophyta,85,PF00141,0.988372093023256
Bacillariophyta,86,PF00149,1
Bacillariophyta,86,PF00152,1
Bacillariophyta,86,PF00153,1
Bacillariophyta,85,PF00154,0.988372093023256
Bacillariophyta,86,PF00155,1
Bacillariophyta,86,PF00156,1
Bacillariophyta,86,PF00160,1
Bacillariophyta,86,PF00162,1
Bacillariophyta,86,PF00164,1
Bacillariophyta,86,PF00166,1
Bacillariophyta,86,PF00168,1
Bacillariophyta,85,PF00169,0.988372093023256
Bacillariophyta,86,PF00170,1
Bacillariophyta,86,PF00171,1
Bacillariophyta,86,PF00173,1
Bacillariophyta,83,PF00174,0.965116279069767
Bacillariophyta,86,PF00175,1
Bacillariophyta,83,PF00176,0.965116279069767
Bacillariophyta,86,PF00177,1
Bacillariophyta,86,PF00179,1
Bacillariophyta,85,PF00180,0.988372093023256
Bacillariophyta,86,PF00183,1
Bacillariophyta,86,PF00185,1
Bacillariophyta,85,PF00189,0.988372093023256
Bacillariophyta,84,PF00194,0.976744186046512
Bacillariophyta,86,PF00198,1
Bacillariophyta,86,PF00202,1
Bacillariophyta,85,PF00203,0.988372093023256
Bacillariophyta,85,PF00206,0.988372093023256
Bacillariophyta,86,PF00208,1
Bacillariophyta,85,PF00211,0.988372093023256
Bacillariophyta,86,PF00213,1
Bacillariophyta,86,PF00216,1
Bacillariophyta,86,PF00218,1
Bacillariophyta,86,PF00224,1
Bacillariophyta,86,PF00225,1
Bacillariophyta,86,PF00226,1
Bacillariophyta,86,PF00227,1
Bacillariophyta,86,PF00230,1
Bacillariophyta,86,PF00231,1
Bacillariophyta,85,PF00233,0.988372093023256
Bacillariophyta,86,PF00237,1
Bacillariophyta,86,PF00238,1
Bacillariophyta,86,PF00240,1
Bacillariophyta,86,PF00241,1
Bacillariophyta,86,PF00244,1
Bacillariophyta,84,PF00246,0.976744186046512
Bacillariophyta,86,PF00248,1
Bacillariophyta,86,PF00249,1
Bacillariophyta,86,PF00252,1
Bacillariophyta,86,PF00254,1
Bacillariophyta,86,PF00255,1
Bacillariophyta,86,PF00258,1
Bacillariophyta,85,PF00262,0.988372093023256
Bacillariophyta,86,PF00266,1
Bacillariophyta,84,PF00268,0.976744186046512
Bacillariophyta,86,PF00270,1
Bacillariophyta,86,PF00271,1
Bacillariophyta,82,PF00275,0.953488372093023
Bacillariophyta,86,PF00276,1
Bacillariophyta,84,PF00282,0.976744186046512
Bacillariophyta,86,PF00285,1
Bacillariophyta,82,PF00288,0.953488372093023
Bacillariophyta,86,PF00291,1
Bacillariophyta,86,PF00293,1
Bacillariophyta,86,PF00294,1
Bacillariophyta,86,PF00297,1
Bacillariophyta,86,PF00300,1
Bacillariophyta,86,PF00303,1
Bacillariophyta,83,PF00311,0.965116279069767
Bacillariophyta,86,PF00312,1
Bacillariophyta,86,PF00313,1
Bacillariophyta,86,PF00316,1
Bacillariophyta,86,PF00318,1
Bacillariophyta,86,PF00326,1
Bacillariophyta,86,PF00327,1
Bacillariophyta,85,PF00328,0.988372093023256
Bacillariophyta,85,PF00330,0.988372093023256
Bacillariophyta,83,PF00331,0.965116279069767
Bacillariophyta,85,PF00333,0.988372093023256
Bacillariophyta,84,PF00334,0.976744186046512
Bacillariophyta,86,PF00338,1
Bacillariophyta,86,PF00342,1
Bacillariophyta,86,PF00344,1
Bacillariophyta,86,PF00347,1
Bacillariophyta,86,PF00348,1
Bacillariophyta,85,PF00352,0.988372093023256
Bacillariophyta,86,PF00355,1
Bacillariophyta,86,PF00364,1
Bacillariophyta,83,PF00365,0.965116279069767
Bacillariophyta,84,PF00366,0.976744186046512
Bacillariophyta,82,PF00368,0.953488372093023
Bacillariophyta,84,PF00378,0.976744186046512
Bacillariophyta,86,PF00380,1
Bacillariophyta,86,PF00383,1
Bacillariophyta,83,PF00388,0.965116279069767
Bacillariophyta,86,PF00393,1
Bacillariophyta,86,PF00397,1
Bacillariophyta,83,PF00398,0.965116279069767
Bacillariophyta,86,PF00400,1
Bacillariophyta,85,PF00406,0.988372093023256
Bacillariophyta,85,PF00410,0.988372093023256
Bacillariophyta,86,PF00411,1
Bacillariophyta,86,PF00415,1
Bacillariophyta,86,PF00416,1
Bacillariophyta,85,PF00425,0.988372093023256
Bacillariophyta,85,PF00428,0.988372093023256
Bacillariophyta,83,PF00432,0.965116279069767
Bacillariophyta,83,PF00436,0.965116279069767
Bacillariophyta,86,PF00439,1
Bacillariophyta,86,PF00441,1
Bacillariophyta,86,PF00443,1
Bacillariophyta,86,PF00447,1
Bacillariophyta,86,PF00448,1
Bacillariophyta,86,PF00450,1
Bacillariophyta,85,PF00453,0.988372093023256
Bacillariophyta,86,PF00454,1
Bacillariophyta,86,PF00456,1
Bacillariophyta,86,PF00459,1
Bacillariophyta,86,PF00462,1
Bacillariophyta,86,PF00464,1
Bacillariophyta,86,PF00466,1
Bacillariophyta,84,PF00472,0.976744186046512
Bacillariophyta,82,PF00474,0.953488372093023
Bacillariophyta,85,PF00475,0.988372093023256
Bacillariophyta,84,PF00476,0.976744186046512
Bacillariophyta,85,PF00478,0.988372093023256
Bacillariophyta,86,PF00481,1
Bacillariophyta,85,PF00485,0.988372093023256
Bacillariophyta,86,PF00487,1
Bacillariophyta,86,PF00488,1
Bacillariophyta,82,PF00490,0.953488372093023
Bacillariophyta,83,PF00491,0.965116279069767
Bacillariophyta,84,PF00493,0.976744186046512
Bacillariophyta,86,PF00494,1
Bacillariophyta,85,PF00498,0.988372093023256
Bacillariophyta,86,PF00501,1
Bacillariophyta,86,PF00503,1
Bacillariophyta,86,PF00504,1
Bacillariophyta,86,PF00505,1
Bacillariophyta,85,PF00514,0.988372093023256
Bacillariophyta,83,PF00515,0.965116279069767
Bacillariophyta,86,PF00520,1
Bacillariophyta,82,PF00521,0.953488372093023
Bacillariophyta,85,PF00534,0.988372093023256
Bacillariophyta,84,PF00535,0.976744186046512
Bacillariophyta,84,PF00538,0.976744186046512
Bacillariophyta,85,PF00542,0.988372093023256
Bacillariophyta,86,PF00550,1
Bacillariophyta,83,PF00551,0.965116279069767
Bacillariophyta,86,PF00557,1
Bacillariophyta,82,PF00560,0.953488372093023
Bacillariophyta,85,PF00561,0.988372093023256
Bacillariophyta,84,PF00562,0.976744186046512
Bacillariophyta,84,PF00565,0.976744186046512
Bacillariophyta,85,PF00566,0.988372093023256
Bacillariophyta,84,PF00569,0.976744186046512
Bacillariophyta,86,PF00571,1
Bacillariophyta,86,PF00572,1
Bacillariophyta,86,PF00573,1
Bacillariophyta,85,PF00574,0.988372093023256
Bacillariophyta,86,PF00575,1
Bacillariophyta,85,PF00578,0.988372093023256
Bacillariophyta,86,PF00579,1
Bacillariophyta,85,PF00581,0.988372093023256
Bacillariophyta,86,PF00583,1
Bacillariophyta,86,PF00587,1
Bacillariophyta,86,PF00588,1
Bacillariophyta,84,PF00590,0.976744186046512
Bacillariophyta,84,PF00591,0.976744186046512
Bacillariophyta,86,PF00595,1
Bacillariophyta,84,PF00609,0.976744186046512
Bacillariophyta,86,PF00612,1
Bacillariophyta,82,PF00620,0.953488372093023
Bacillariophyta,84,PF00622,0.976744186046512
Bacillariophyta,86,PF00625,1
Bacillariophyta,86,PF00627,1
Bacillariophyta,84,PF00628,0.976744186046512
Bacillariophyta,86,PF00632,1
Bacillariophyta,83,PF00635,0.965116279069767
Bacillariophyta,85,PF00637,0.988372093023256
Bacillariophyta,86,PF00638,1
Bacillariophyta,86,PF00639,1
Bacillariophyta,86,PF00642,1
Bacillariophyta,86,PF00650,1
Bacillariophyta,85,PF00651,0.988372093023256
Bacillariophyta,85,PF00654,0.988372093023256
Bacillariophyta,86,PF00656,1
Bacillariophyta,86,PF00664,1
Bacillariophyta,85,PF00667,0.988372093023256
Bacillariophyta,84,PF00675,0.976744186046512
Bacillariophyta,86,PF00676,1
Bacillariophyta,84,PF00679,0.976744186046512
Bacillariophyta,84,PF00682,0.976744186046512
Bacillariophyta,85,PF00685,0.988372093023256
Bacillariophyta,86,PF00687,1
Bacillariophyta,86,PF00689,1
Bacillariophyta,84,PF00692,0.976744186046512
Bacillariophyta,85,PF00696,0.988372093023256
Bacillariophyta,86,PF00701,1
Bacillariophyta,84,PF00702,0.976744186046512
Bacillariophyta,83,PF00704,0.965116279069767
Bacillariophyta,83,PF00707,0.965116279069767
Bacillariophyta,84,PF00709,0.976744186046512
Bacillariophyta,82,PF00717,0.953488372093023
Bacillariophyta,86,PF00719,1
Bacillariophyta,83,PF00722,0.965116279069767
Bacillariophyta,82,PF00724,0.953488372093023
Bacillariophyta,83,PF00730,0.965116279069767
Bacillariophyta,83,PF00731,0.965116279069767
Bacillariophyta,85,PF00733,0.988372093023256
Bacillariophyta,85,PF00742,0.988372093023256
Bacillariophyta,85,PF00743,0.988372093023256
Bacillariophyta,85,PF00749,0.988372093023256
Bacillariophyta,85,PF00750,0.988372093023256
Bacillariophyta,84,PF00753,0.976744186046512
Bacillariophyta,84,PF00755,0.976744186046512
Bacillariophyta,84,PF00756,0.976744186046512
Bacillariophyta,85,PF00762,0.988372093023256
Bacillariophyta,85,PF00764,0.988372093023256
Bacillariophyta,83,PF00766,0.965116279069767
Bacillariophyta,85,PF00773,0.988372093023256
Bacillariophyta,85,PF00782,0.988372093023256
Bacillariophyta,85,PF00787,0.988372093023256
Bacillariophyta,86,PF00789,1
Bacillariophyta,85,PF00795,0.988372093023256
Bacillariophyta,85,PF00804,0.988372093023256
Bacillariophyta,84,PF00805,0.976744186046512
Bacillariophyta,84,PF00806,0.976744186046512
Bacillariophyta,85,PF00808,0.988372093023256
Bacillariophyta,84,PF00809,0.976744186046512
Bacillariophyta,86,PF00810,1
Bacillariophyta,84,PF00814,0.976744186046512
Bacillariophyta,84,PF00815,0.976744186046512
Bacillariophyta,86,PF00827,1
Bacillariophyta,86,PF00828,1
Bacillariophyta,84,PF00829,0.976744186046512
Bacillariophyta,86,PF00830,1
Bacillariophyta,86,PF00831,1
Bacillariophyta,86,PF00833,1
Bacillariophyta,86,PF00834,1
Bacillariophyta,86,PF00849,1
Bacillariophyta,86,PF00850,1
Bacillariophyta,86,PF00856,1
Bacillariophyta,86,PF00857,1
Bacillariophyta,82,PF00867,0.953488372093023
Bacillariophyta,86,PF00881,1
Bacillariophyta,84,PF00883,0.976744186046512
Bacillariophyta,85,PF00884,0.988372093023256
Bacillariophyta,85,PF00885,0.988372093023256
Bacillariophyta,84,PF00886,0.976744186046512
Bacillariophyta,83,PF00887,0.965116279069767
Bacillariophyta,85,PF00888,0.988372093023256
Bacillariophyta,85,PF00889,0.988372093023256
Bacillariophyta,86,PF00890,1
Bacillariophyta,86,PF00892,1
Bacillariophyta,85,PF00899,0.988372093023256
Bacillariophyta,85,PF00900,0.988372093023256
Bacillariophyta,86,PF00903,1
Bacillariophyta,86,PF00909,1
Bacillariophyta,86,PF00916,1
Bacillariophyta,84,PF00920,0.976744186046512
Bacillariophyta,86,PF00923,1
Bacillariophyta,84,PF00924,0.976744186046512
Bacillariophyta,85,PF00926,0.988372093023256
Bacillariophyta,86,PF00928,1
Bacillariophyta,85,PF00929,0.988372093023256
Bacillariophyta,86,PF00935,1
Bacillariophyta,83,PF00953,0.965116279069767
Bacillariophyta,85,PF00955,0.988372093023256
Bacillariophyta,83,PF00956,0.965116279069767
Bacillariophyta,86,PF00957,1
Bacillariophyta,83,PF00962,0.965116279069767
Bacillariophyta,85,PF00977,0.988372093023256
Bacillariophyta,84,PF00982,0.976744186046512
Bacillariophyta,84,PF00989,0.976744186046512
Bacillariophyta,86,PF00995,1
Bacillariophyta,85,PF00996,0.988372093023256
Bacillariophyta,85,PF00999,0.988372093023256
Bacillariophyta,85,PF01008,0.988372093023256
Bacillariophyta,82,PF01012,0.953488372093023
Bacillariophyta,86,PF01015,1
Bacillariophyta,83,PF01016,0.965116279069767
Bacillariophyta,82,PF01019,0.953488372093023
Bacillariophyta,86,PF01025,1
Bacillariophyta,83,PF01026,0.965116279069767
Bacillariophyta,86,PF01039,1
Bacillariophyta,86,PF01040,1
Bacillariophyta,84,PF01048,0.976744186046512
Bacillariophyta,85,PF01053,0.988372093023256
Bacillariophyta,85,PF01055,0.988372093023256
Bacillariophyta,85,PF01058,0.988372093023256
Bacillariophyta,86,PF01061,1
Bacillariophyta,86,PF01062,1
Bacillariophyta,86,PF01063,1
Bacillariophyta,86,PF01066,1
Bacillariophyta,85,PF01070,0.988372093023256
Bacillariophyta,82,PF01073,0.953488372093023
Bacillariophyta,86,PF01077,1
Bacillariophyta,85,PF01080,0.988372093023256
Bacillariophyta,83,PF01081,0.965116279069767
Bacillariophyta,83,PF01084,0.965116279069767
Bacillariophyta,83,PF01086,0.965116279069767
Bacillariophyta,86,PF01088,1
Bacillariophyta,86,PF01090,1
Bacillariophyta,86,PF01092,1
Bacillariophyta,85,PF01096,0.988372093023256
Bacillariophyta,86,PF01105,1
Bacillariophyta,86,PF01106,1
Bacillariophyta,85,PF01111,0.988372093023256
Bacillariophyta,86,PF01116,1
Bacillariophyta,84,PF01121,0.976744186046512
Bacillariophyta,85,PF01124,0.988372093023256
Bacillariophyta,82,PF01125,0.953488372093023
Bacillariophyta,86,PF01126,1
Bacillariophyta,86,PF01127,1
Bacillariophyta,84,PF01135,0.976744186046512
Bacillariophyta,85,PF01138,0.988372093023256
Bacillariophyta,86,PF01145,1
Bacillariophyta,85,PF01148,0.988372093023256
Bacillariophyta,85,PF01150,0.988372093023256
Bacillariophyta,85,PF01151,0.988372093023256
Bacillariophyta,86,PF01157,1
Bacillariophyta,83,PF01158,0.965116279069767
Bacillariophyta,86,PF01159,1
Bacillariophyta,85,PF01163,0.988372093023256
Bacillariophyta,84,PF01165,0.976744186046512
Bacillariophyta,84,PF01167,0.976744186046512
Bacillariophyta,85,PF01168,0.988372093023256
Bacillariophyta,86,PF01169,1
Bacillariophyta,84,PF01170,0.976744186046512
Bacillariophyta,83,PF01171,0.965116279069767
Bacillariophyta,84,PF01174,0.976744186046512
Bacillariophyta,86,PF01176,1
Bacillariophyta,82,PF01180,0.953488372093023
Bacillariophyta,84,PF01182,0.976744186046512
Bacillariophyta,85,PF01189,0.988372093023256
Bacillariophyta,84,PF01191,0.976744186046512
Bacillariophyta,84,PF01192,0.976744186046512
Bacillariophyta,86,PF01196,1
Bacillariophyta,86,PF01198,1
Bacillariophyta,86,PF01199,1
Bacillariophyta,86,PF01201,1
Bacillariophyta,83,PF01202,0.965116279069767
Bacillariophyta,83,PF01205,0.965116279069767
Bacillariophyta,85,PF01207,0.988372093023256
Bacillariophyta,85,PF01208,0.988372093023256
Bacillariophyta,85,PF01209,0.988372093023256
Bacillariophyta,86,PF01214,1
Bacillariophyta,86,PF01217,1
Bacillariophyta,85,PF01218,0.988372093023256
Bacillariophyta,82,PF01221,0.953488372093023
Bacillariophyta,83,PF01222,0.965116279069767
Bacillariophyta,84,PF01226,0.976744186046512
Bacillariophyta,83,PF01227,0.965116279069767
Bacillariophyta,86,PF01230,1
Bacillariophyta,84,PF01238,0.976744186046512
Bacillariophyta,83,PF01239,0.965116279069767
Bacillariophyta,84,PF01245,0.976744186046512
Bacillariophyta,86,PF01246,1
Bacillariophyta,84,PF01247,0.976744186046512
Bacillariophyta,86,PF01248,1
Bacillariophyta,84,PF01249,0.976744186046512
Bacillariophyta,85,PF01250,0.988372093023256
Bacillariophyta,86,PF01251,1
Bacillariophyta,86,PF01253,1
Bacillariophyta,82,PF01255,0.953488372093023
Bacillariophyta,83,PF01256,0.965116279069767
Bacillariophyta,85,PF01257,0.988372093023256
Bacillariophyta,82,PF01259,0.953488372093023
Bacillariophyta,85,PF01263,0.988372093023256
Bacillariophyta,84,PF01264,0.976744186046512
Bacillariophyta,84,PF01265,0.976744186046512
Bacillariophyta,85,PF01266,0.988372093023256
Bacillariophyta,82,PF01268,0.953488372093023
Bacillariophyta,85,PF01269,0.988372093023256
Bacillariophyta,86,PF01280,1
Bacillariophyta,84,PF01282,0.976744186046512
Bacillariophyta,86,PF01283,1
Bacillariophyta,85,PF01287,0.988372093023256
Bacillariophyta,86,PF01294,1
Bacillariophyta,82,PF01300,0.953488372093023
Bacillariophyta,83,PF01323,0.965116279069767
Bacillariophyta,84,PF01327,0.976744186046512
Bacillariophyta,84,PF01329,0.976744186046512
Bacillariophyta,85,PF01343,0.988372093023256
Bacillariophyta,83,PF01344,0.965116279069767
Bacillariophyta,86,PF01351,1
Bacillariophyta,85,PF01363,0.988372093023256
Bacillariophyta,82,PF01369,0.953488372093023
Bacillariophyta,86,PF01370,1
Bacillariophyta,82,PF01379,0.953488372093023
Bacillariophyta,85,PF01380,0.988372093023256
Bacillariophyta,86,PF01381,1
Bacillariophyta,86,PF01398,1
Bacillariophyta,86,PF01399,1
Bacillariophyta,82,PF01406,0.953488372093023
Bacillariophyta,86,PF01408,1
Bacillariophyta,86,PF01409,1
Bacillariophyta,84,PF01411,0.976744186046512
Bacillariophyta,86,PF01412,1
Bacillariophyta,84,PF01416,0.976744186046512
Bacillariophyta,86,PF01423,1
Bacillariophyta,83,PF01425,0.965116279069767
Bacillariophyta,86,PF01432,1
Bacillariophyta,84,PF01433,0.976744186046512
Bacillariophyta,86,PF01434,1
Bacillariophyta,86,PF01435,1
Bacillariophyta,82,PF01450,0.953488372093023
Bacillariophyta,84,PF01457,0.976744186046512
Bacillariophyta,84,PF01459,0.976744186046512
Bacillariophyta,84,PF01465,0.976744186046512
Bacillariophyta,86,PF01466,1
Bacillariophyta,86,PF01467,1
Bacillariophyta,86,PF01474,1
Bacillariophyta,86,PF01479,1
Bacillariophyta,85,PF01485,0.988372093023256
Bacillariophyta,86,PF01490,1
Bacillariophyta,86,PF01494,1
Bacillariophyta,86,PF01496,1
Bacillariophyta,85,PF01504,0.988372093023256
Bacillariophyta,86,PF01507,1
Bacillariophyta,83,PF01512,0.965116279069767
Bacillariophyta,86,PF01521,1
Bacillariophyta,86,PF01529,1
Bacillariophyta,85,PF01532,0.988372093023256
Bacillariophyta,84,PF01535,0.976744186046512
Bacillariophyta,83,PF01536,0.965116279069767
Bacillariophyta,86,PF01545,1
Bacillariophyta,84,PF01546,0.976744186046512
Bacillariophyta,86,PF01549,1
Bacillariophyta,86,PF01553,1
Bacillariophyta,86,PF01554,1
Bacillariophyta,86,PF01556,1
Bacillariophyta,84,PF01557,0.976744186046512
Bacillariophyta,86,PF01564,1
Bacillariophyta,83,PF01565,0.965116279069767
Bacillariophyta,86,PF01569,1
Bacillariophyta,83,PF01571,0.965116279069767
Bacillariophyta,83,PF01585,0.965116279069767
Bacillariophyta,86,PF01588,1
Bacillariophyta,84,PF01591,0.976744186046512
Bacillariophyta,86,PF01592,1
Bacillariophyta,86,PF01593,1
Bacillariophyta,84,PF01595,0.976744186046512
Bacillariophyta,85,PF01596,0.988372093023256
Bacillariophyta,85,PF01597,0.988372093023256
Bacillariophyta,84,PF01602,0.976744186046512
Bacillariophyta,86,PF01603,1
Bacillariophyta,86,PF01612,1
Bacillariophyta,86,PF01625,1
Bacillariophyta,83,PF01633,0.965116279069767
Bacillariophyta,83,PF01634,0.965116279069767
Bacillariophyta,84,PF01636,0.976744186046512
Bacillariophyta,85,PF01641,0.988372093023256
Bacillariophyta,84,PF01645,0.976744186046512
Bacillariophyta,86,PF01652,1
Bacillariophyta,86,PF01655,1
Bacillariophyta,84,PF01661,0.976744186046512
Bacillariophyta,85,PF01667,0.988372093023256
Bacillariophyta,84,PF01678,0.976744186046512
Bacillariophyta,86,PF01680,1
Bacillariophyta,82,PF01687,0.953488372093023
Bacillariophyta,85,PF01694,0.988372093023256
Bacillariophyta,84,PF01697,0.976744186046512
Bacillariophyta,86,PF01699,1
Bacillariophyta,84,PF01702,0.976744186046512
Bacillariophyta,84,PF01704,0.976744186046512
Bacillariophyta,83,PF01709,0.965116279069767
Bacillariophyta,85,PF01713,0.988372093023256
Bacillariophyta,84,PF01716,0.976744186046512
Bacillariophyta,86,PF01722,1
Bacillariophyta,86,PF01725,1
Bacillariophyta,84,PF01728,0.976744186046512
Bacillariophyta,82,PF01729,0.953488372093023
Bacillariophyta,85,PF01734,0.988372093023256
Bacillariophyta,85,PF01738,0.988372093023256
Bacillariophyta,84,PF01740,0.976744186046512
Bacillariophyta,83,PF01746,0.965116279069767
Bacillariophyta,86,PF01747,1
Bacillariophyta,86,PF01753,1
Bacillariophyta,82,PF01754,0.953488372093023
Bacillariophyta,84,PF01756,0.976744186046512
Bacillariophyta,86,PF01758,1
Bacillariophyta,85,PF01761,0.988372093023256
Bacillariophyta,86,PF01764,1
Bacillariophyta,85,PF01765,0.988372093023256
Bacillariophyta,84,PF01769,0.976744186046512
Bacillariophyta,86,PF01775,1
Bacillariophyta,85,PF01776,0.988372093023256
Bacillariophyta,86,PF01777,1
Bacillariophyta,86,PF01778,1
Bacillariophyta,86,PF01780,1
Bacillariophyta,83,PF01783,0.965116279069767
Bacillariophyta,85,PF01786,0.988372093023256
Bacillariophyta,85,PF01789,0.988372093023256
Bacillariophyta,85,PF01798,0.988372093023256
Bacillariophyta,84,PF01808,0.976744186046512
Bacillariophyta,83,PF01812,0.965116279069767
Bacillariophyta,85,PF01813,0.988372093023256
Bacillariophyta,86,PF01849,1
Bacillariophyta,84,PF01853,0.976744186046512
Bacillariophyta,83,PF01871,0.965116279069767
Bacillariophyta,82,PF01872,0.953488372093023
Bacillariophyta,86,PF01873,1
Bacillariophyta,83,PF01885,0.965116279069767
Bacillariophyta,83,PF01894,0.965116279069767
Bacillariophyta,84,PF01907,0.976744186046512
Bacillariophyta,86,PF01912,1
Bacillariophyta,85,PF01920,0.988372093023256
Bacillariophyta,86,PF01925,1
Bacillariophyta,86,PF01926,1
Bacillariophyta,84,PF01929,0.976744186046512
Bacillariophyta,85,PF01940,0.988372093023256
Bacillariophyta,85,PF01956,0.988372093023256
Bacillariophyta,85,PF01960,0.988372093023256
Bacillariophyta,83,PF01963,0.965116279069767
Bacillariophyta,86,PF01965,1
Bacillariophyta,82,PF01979,0.953488372093023
Bacillariophyta,83,PF01981,0.965116279069767
Bacillariophyta,82,PF01984,0.953488372093023
Bacillariophyta,85,PF01987,0.988372093023256
Bacillariophyta,85,PF01988,0.988372093023256
Bacillariophyta,85,PF01990,0.988372093023256
Bacillariophyta,85,PF01991,0.988372093023256
Bacillariophyta,86,PF01992,1
Bacillariophyta,86,PF02020,1
Bacillariophyta,86,PF02037,1
Bacillariophyta,86,PF02096,1
Bacillariophyta,84,PF02099,0.976744186046512
Bacillariophyta,83,PF02127,0.965116279069767
Bacillariophyta,86,PF02135,1
Bacillariophyta,86,PF02136,1
Bacillariophyta,83,PF02138,0.965116279069767
Bacillariophyta,83,PF02141,0.965116279069767
Bacillariophyta,85,PF02146,0.988372093023256
Bacillariophyta,82,PF02148,0.953488372093023
Bacillariophyta,85,PF02167,0.988372093023256
Bacillariophyta,84,PF02201,0.976744186046512
Bacillariophyta,82,PF02204,0.953488372093023
Bacillariophyta,83,PF02213,0.965116279069767
Bacillariophyta,82,PF02214,0.953488372093023
Bacillariophyta,86,PF02219,1
Bacillariophyta,86,PF02225,1
Bacillariophyta,82,PF02229,0.953488372093023
Bacillariophyta,86,PF02230,1
Bacillariophyta,85,PF02233,0.988372093023256
Bacillariophyta,86,PF02252,1
Bacillariophyta,83,PF02263,0.965116279069767
Bacillariophyta,84,PF02297,0.976744186046512
Bacillariophyta,83,PF02308,0.965116279069767
Bacillariophyta,82,PF02325,0.953488372093023
Bacillariophyta,84,PF02338,0.976744186046512
Bacillariophyta,82,PF02353,0.953488372093023
Bacillariophyta,82,PF02364,0.953488372093023
Bacillariophyta,84,PF02373,0.976744186046512
Bacillariophyta,86,PF02374,1
Bacillariophyta,85,PF02390,0.988372093023256
Bacillariophyta,83,PF02391,0.965116279069767
Bacillariophyta,84,PF02401,0.976744186046512
Bacillariophyta,85,PF02410,0.988372093023256
Bacillariophyta,85,PF02416,0.988372093023256
Bacillariophyta,85,PF02423,0.988372093023256
Bacillariophyta,84,PF02441,0.976744186046512
Bacillariophyta,82,PF02445,0.953488372093023
Bacillariophyta,84,PF02450,0.976744186046512
Bacillariophyta,84,PF02460,0.976744186046512
Bacillariophyta,85,PF02463,0.988372093023256
Bacillariophyta,86,PF02466,1
Bacillariophyta,85,PF02469,0.988372093023256
Bacillariophyta,83,PF02475,0.965116279069767
Bacillariophyta,85,PF02492,0.988372093023256
Bacillariophyta,86,PF02493,1
Bacillariophyta,84,PF02514,0.976744186046512
Bacillariophyta,85,PF02517,0.988372093023256
Bacillariophyta,85,PF02518,0.988372093023256
Bacillariophyta,86,PF02535,1
Bacillariophyta,84,PF02536,0.976744186046512
Bacillariophyta,86,PF02537,1
Bacillariophyta,84,PF02538,0.976744186046512
Bacillariophyta,85,PF02544,0.988372093023256
Bacillariophyta,85,PF02545,0.988372093023256
Bacillariophyta,85,PF02548,0.988372093023256
Bacillariophyta,84,PF02567,0.976744186046512
Bacillariophyta,84,PF02569,0.976744186046512
Bacillariophyta,85,PF02574,0.988372093023256
Bacillariophyta,82,PF02580,0.953488372093023
Bacillariophyta,86,PF02617,1
Bacillariophyta,86,PF02622,1
Bacillariophyta,84,PF02628,0.976744186046512
Bacillariophyta,85,PF02630,0.988372093023256
Bacillariophyta,83,PF02636,0.965116279069767
Bacillariophyta,84,PF02657,0.976744186046512
Bacillariophyta,86,PF02668,1
Bacillariophyta,83,PF02678,0.965116279069767
Bacillariophyta,84,PF02685,0.976744186046512
Bacillariophyta,83,PF02696,0.965116279069767
Bacillariophyta,85,PF02714,0.988372093023256
Bacillariophyta,84,PF02737,0.976744186046512
Bacillariophyta,86,PF02773,1
Bacillariophyta,85,PF02774,0.988372093023256
Bacillariophyta,83,PF02777,0.965116279069767
Bacillariophyta,86,PF02779,1
Bacillariophyta,84,PF02781,0.976744186046512
Bacillariophyta,85,PF02782,0.988372093023256
Bacillariophyta,83,PF02784,0.965116279069767
Bacillariophyta,86,PF02786,1
Bacillariophyta,86,PF02800,1
